nome_arquivo,coeficiente_variacao
IMG_20230425_143030_BURST16.jpg,0.7499668949019312
IMG_20230425_143030_BURST17.jpg,0.7380768351525913
IMG_20230425_143030_BURST18.jpg,0.7347177916812466
IMG_20230425_143030_BURST19.jpg,0.7330331290049845
IMG_20230425_143030_BURST5.jpg,0.7183832944730476
IMG_20230425_143030_BURST6.jpg,0.7405342722220053
IMG_20230425_143030_BURST7.jpg,0.7384922935838375
IMG_20230425_143030_BURST8.jpg,0.7402502062273972
IMG_20230425_143030_BURST9.jpg,0.7389886933582197
IMG_20230425_143035_BURST17.jpg,0.7428481575234934
IMG_20230425_143035_BURST18.jpg,0.7451205843614377
IMG_20230425_143035_BURST19.jpg,0.7488173032093561
IMG_20230425_143035_BURST3.jpg,0.7607056925847493
IMG_20230425_143035_BURST4.jpg,0.7622660426823781
IMG_20230425_143035_BURST5.jpg,0.7637309888596303
IMG_20230425_143035_BURST6.jpg,0.760987842643885
IMG_20230425_143035_BURST7.jpg,0.7596975401777722
IMG_20230425_143035_BURST8.jpg,0.7592180386712324
IMG_20230425_143035_BURST9.jpg,0.7571241632698317
IMG_20230425_143047_BURST15.jpg,0.757795591435519
IMG_20230425_143047_BURST16.jpg,0.7577141048421863
IMG_20230425_143047_BURST17.jpg,0.7577552134119565
IMG_20230425_143047_BURST18.jpg,0.7564894702539433
IMG_20230425_143047_BURST19.jpg,0.7553257651650762
IMG_20230425_143047_BURST6.jpg,0.7572235497808768
IMG_20230425_143047_BURST7.jpg,0.7578041787439119
IMG_20230425_143047_BURST8.jpg,0.7583437963032462
IMG_20230425_143047_BURST9.jpg,0.7580910761816024
IMG_20230425_143052_BURST1.jpg,0.7578404681887532
IMG_20230425_143052_BURST17.jpg,0.7585798450012243
IMG_20230425_143052_BURST18.jpg,0.7590150637637322
IMG_20230425_143052_BURST19.jpg,0.7588917331186555
IMG_20230425_143052_BURST2.jpg,0.7581260781188934
IMG_20230425_143052_BURST20.jpg,0.7573818917174554
IMG_20230425_143052_BURST3.jpg,0.7598622772833565
IMG_20230425_143052_BURST4.jpg,0.7592416188474488
IMG_20230425_143055_BURST16.jpg,0.7594760129375635
IMG_20230425_143055_BURST17.jpg,0.758268427863077
IMG_20230425_143055_BURST18.jpg,0.75781176451469
IMG_20230425_143055_BURST19.jpg,0.7598383937216207
IMG_20230425_143055_BURST3.jpg,0.7589242061503321
IMG_20230425_143055_BURST4.jpg,0.7568022443755238
IMG_20230425_143058_BURST15.jpg,0.7586599177992055
IMG_20230425_143058_BURST16.jpg,0.7601179114508727
IMG_20230425_143058_BURST17.jpg,0.7610028163405641
IMG_20230425_143058_BURST18.jpg,0.7601324592737358
IMG_20230425_143058_BURST19.jpg,0.7595046181836116
IMG_20230425_143058_BURST5.jpg,0.7596256596408371
IMG_20230425_143058_BURST6.jpg,0.760181609859751
IMG_20230425_143058_BURST7.jpg,0.7607699140778945
IMG_20230425_143058_BURST8.jpg,0.7604730329631761
IMG_20230425_143058_BURST9.jpg,0.7605195723497087
IMG_20230425_143101_BURST16.jpg,0.7594305810269693
IMG_20230425_143101_BURST17.jpg,0.7591040536390429
IMG_20230425_143101_BURST18.jpg,0.7590529872601555
IMG_20230425_143101_BURST19.jpg,0.7604321380566592
IMG_20230425_143101_BURST4.jpg,0.7609834635620513
IMG_20230425_143101_BURST5.jpg,0.7613714596971402
IMG_20230425_143101_BURST6.jpg,0.7604685877110711
IMG_20230425_143101_BURST7.jpg,0.7601868039438057
IMG_20230425_143101_BURST8.jpg,0.760258170831143
IMG_20230425_143101_BURST9.jpg,0.759860415137778
IMG_20230425_143105_BURST1.jpg,0.7597689170771653
IMG_20230425_143105_BURST10.jpg,0.759393370529357
IMG_20230425_143105_BURST11.jpg,0.7603036060443031
IMG_20230425_143105_BURST2.jpg,0.7606292212267604
IMG_20230425_143105_BURST3.jpg,0.7606758660700178
IMG_20230425_143105_BURST4.jpg,0.7625374126570219
IMG_20230425_143105_BURST5.jpg,0.7626973637905392
IMG_20230425_143105_BURST6.jpg,0.7630081243873882
IMG_20230425_143108_BURST1.jpg,0.763610465752457
IMG_20230425_143108_BURST10.jpg,0.7642704188126022
IMG_20230425_143108_BURST19.jpg,0.7642692653658069
IMG_20230425_143108_BURST2.jpg,0.7646019463797277
IMG_20230425_143108_BURST20.jpg,0.7647920573392161
IMG_20230425_143108_BURST3.jpg,0.7658165362642162
IMG_20230425_143108_BURST4.jpg,0.7655501453700448
IMG_20230425_143108_BURST5.jpg,0.7653880177293317
IMG_20230425_143108_BURST6.jpg,0.7654894838823265
IMG_20230425_143108_BURST7.jpg,0.7655962881754574
IMG_20230425_143111_BURST1.jpg,0.7659357750154189
IMG_20230425_143111_BURST10.jpg,0.7666511199200596
IMG_20230425_143111_BURST19.jpg,0.7667412727468074
IMG_20230425_143111_BURST2.jpg,0.7676552834667965
IMG_20230425_143111_BURST4.jpg,0.7697905559050848
IMG_20230425_143111_BURST5.jpg,0.7701991378461257
IMG_20230425_143111_BURST6.jpg,0.7704892602876565
